"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"Who prevented you from going to this place? (Select all that apply)    G10e. A bank or other formal financial institution (Father-in-law)","","","","","Who prevented you from going to this place? (Select all that apply)    G10e. A bank or other formal financial institution (Father-in-law)","","","","","Who prevented you from going to this place? (Select all that apply)    G10e. A bank or other formal financial institution (Father-in-law)","","","","","Who prevented you from going to this place? (Select all that apply)    G10e. A bank or other formal financial institution (Father-in-law)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","207","92.17","1","100","0","247","95.46","0","NaN","0","147","99.49","2","100","0","601","96.43","3","100"
"Father-in-law","23","7.83","0","0","Father-in-law","8","4.54","0","NaN","Father-in-law","9","0.51","0","0","Father-in-law","40","3.57","0","0"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place? (Select all that apply)    G10e. A bank or other formal financial institution (Other family member)","","","","","Who prevented you from going to this place? (Select all that apply)    G10e. A bank or other formal financial institution (Other family member)","","","","","Who prevented you from going to this place? (Select all that apply)    G10e. A bank or other formal financial institution (Other family member)","","","","","Who prevented you from going to this place? (Select all that apply)    G10e. A bank or other formal financial institution (Other family member)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","204","84.97","1","100","0","186","68.95","0","NaN","0","136","87.63","2","100","0","526","76.58","3","100"
"Other family member","26","15.03","0","0","Other family member","69","31.05","0","NaN","Other family member","20","12.37","0","0","Other family member","115","23.42","0","0"
"","","","","","","","","","","","","","","","","","","",""
"G10f. A place outside the home where you work for money (Husband)","","","","","G10f. A place outside the home where you work for money (Husband)","","","","","G10f. A place outside the home where you work for money (Husband)","","","","","G10f. A place outside the home where you work for money (Husband)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","32","9.24","0","0","0","29","9.72","0","NaN","0","15","16.85","0","0","0","76","11.32","0","0"
"Husband","273","90.76","1","100","Husband","252","90.28","0","NaN","Husband","144","83.15","1","100","Husband","669","88.68","2","100"
"","","","","","","","","","","","","","","","","","","",""
"G10f. A place outside the home where you work for money (Mother-in-law)","","","","","G10f. A place outside the home where you work for money (Mother-in-law)","","","","","G10f. A place outside the home where you work for money (Mother-in-law)","","","","","G10f. A place outside the home where you work for money (Mother-in-law)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","247","83.4","1","100","0","263","90.97","0","NaN","0","136","83.88","1","100","0","646","88.43","2","100"
"Mother-in-law","58","16.6","0","0","Mother-in-law","18","9.03","0","NaN","Mother-in-law","23","16.12","0","0","Mother-in-law","99","11.57","0","0"
"","","","","","","","","","","","","","","","","","","",""
"G10f. A place outside the home where you work for money (Father-in-law)","","","","","G10f. A place outside the home where you work for money (Father-in-law)","","","","","G10f. A place outside the home where you work for money (Father-in-law)","","","","","G10f. A place outside the home where you work for money (Father-in-law)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","276","89.95","1","100","0","268","92.52","0","NaN","0","149","98.21","1","100","0","693","93.54","2","100"
"Father-in-law","29","10.05","0","0","Father-in-law","13","7.48","0","NaN","Father-in-law","10","1.79","0","0","Father-in-law","52","6.46","0","0"
"","","","","","","","","","","","","","","","","","","",""
"G10f. A place outside the home where you work for money (Other family member)","","","","","G10f. A place outside the home where you work for money (Other family member)","","","","","G10f. A place outside the home where you work for money (Other family member)","","","","","G10f. A place outside the home where you work for money (Other family member)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","276","86.85","1","100","0","217","77.84","0","NaN","0","142","89.76","1","100","0","635","81.67","2","100"
"Other family member","29","13.15","0","0","Other family member","64","22.16","0","NaN","Other family member","17","10.24","0","0","Other family member","110","18.33","0","0"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place? (Select all that apply)    G10g. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group (Husband)","","","","","Who prevented you from going to this place? (Select all that apply)    G10g. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group (Husband)","","","","","Who prevented you from going to this place? (Select all that apply)    G10g. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group (Husband)","","","","","Who prevented you from going to this place? (Select all that apply)    G10g. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group (Husband)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","47","19.04","0","0","0","32","13.08","0","NaN","0","18","13.93","0","0","0","97","13.96","0","0"
"Husband","198","80.96","1","100","Husband","251","86.92","0","NaN","Husband","129","86.07","1","100","Husband","578","86.04","2","100"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place? (Select all that apply)    G10g. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group (Mother-in-law)","","","","","Who prevented you from going to this place? (Select all that apply)    G10g. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group (Mother-in-law)","","","","","Who prevented you from going to this place? (Select all that apply)    G10g. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group (Mother-in-law)","","","","","Who prevented you from going to this place? (Select all that apply)    G10g. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group (Mother-in-law)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","195","85.02","1","100","0","255","87.39","0","NaN","0","122","84.28","1","100","0","572","86.45","2","100"
"Mother-in-law","50","14.98","0","0","Mother-in-law","28","12.61","0","NaN","Mother-in-law","25","15.72","0","0","Mother-in-law","103","13.55","0","0"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place? (Select all that apply)    G10g. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group (Father-in-law)","","","","","Who prevented you from going to this place? (Select all that apply)    G10g. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group (Father-in-law)","","","","","Who prevented you from going to this place? (Select all that apply)    G10g. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group (Father-in-law)","","","","","Who prevented you from going to this place? (Select all that apply)    G10g. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group (Father-in-law)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","225","92.67","1","100","0","268","94.17","0","NaN","0","136","97.52","1","100","0","629","94.71","2","100"
"Father-in-law","20","7.33","0","0","Father-in-law","15","5.83","0","NaN","Father-in-law","11","2.48","0","0","Father-in-law","46","5.29","0","0"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place? (Select all that apply)    G10g. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group (Other family member)","","","","","Who prevented you from going to this place? (Select all that apply)    G10g. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group (Other family member)","","","","","Who prevented you from going to this place? (Select all that apply)    G10g. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group (Other family member)","","","","","Who prevented you from going to this place? (Select all that apply)    G10g. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group (Other family member)","","","",""
